first_name,last_name,death_year,bio_url,nationality,art_movement,author_id,bio_info,birth_year
Walter,Gramatte,1929,http://www.the-athenaeum.org/people/detail.php?ID=4441,German,,4441,,1897
Jean Raymond Hippolyte,Lazerges,1887,http://www.the-athenaeum.org/people/detail.php?ID=4518,French,,4518,,1817
Clara von,Sievers,1924,http://www.the-athenaeum.org/people/detail.php?ID=6038,German,,6038,,1854
Mikhail,Sazhin,1887,http://www.the-athenaeum.org/people/detail.php?ID=10988,Russian,,10988,,1818
Christian,Jorgensen,1935,http://www.the-athenaeum.org/people/detail.php?ID=4046,Norwegian,,4046,,1860
Erasmus Walter,Ellis,1918,http://www.the-athenaeum.org/people/detail.php?ID=8823,Welsh,,8823,,1849
Marius,Bauer,1932,http://www.the-athenaeum.org/people/detail.php?ID=5642,Dutch,,5642,,1867
Thomas,Girtin,1802,http://www.the-athenaeum.org/people/detail.php?ID=3040,English,Romantic,3040,,1775
Leo,Herrmann,1927,http://www.the-athenaeum.org/people/detail.php?ID=5257,French,,5257,,1853
Donald,Beauregard,1914,http://www.the-athenaeum.org/people/detail.php?ID=10087,American,,10087,,1884
Wilhelm,Lehmbruck,1919,http://www.the-athenaeum.org/people/detail.php?ID=10520,German,Expressionist,10520,,1881
Albert,Aublet,1938,http://www.the-athenaeum.org/people/detail.php?ID=10016,French,,10016,,1851
Hugh,Carter,1903,http://www.the-athenaeum.org/people/detail.php?ID=8494,English,,8494,,1837
Alessandro,La volpe,1887,http://www.the-athenaeum.org/people/detail.php?ID=9334,Italian,,9334,,1820
Girolamo da,Travis the younger,1544,http://www.the-athenaeum.org/people/detail.php?ID=8614,Italian,Renaissance,8614,,1497
William Alexander,Griffith,1940,http://www.the-athenaeum.org/people/detail.php?ID=3917,American,,3917,,1866
Carl Ludwig,Scheins,1879,http://www.the-athenaeum.org/people/detail.php?ID=6706,German,,6706,,1808
George Clark,Stanton,1894,http://www.the-athenaeum.org/people/detail.php?ID=7605,United Kingdom,,7605,,1832
Jean-Baptiste-Antone,Guillemet,1918,http://www.the-athenaeum.org/people/detail.php?ID=10114,French,,10114,,1843
Benedetto,Bonfigli,1496,http://www.the-athenaeum.org/people/detail.php?ID=6300,Italian,Renaissance,6300,,1420
Etienne,Allegrain,1736,http://www.the-athenaeum.org/people/detail.php?ID=7676,French,,7676,,1644
Joos van,Winghe,1603,http://www.the-athenaeum.org/people/detail.php?ID=5186,Belgian,Renaissance,5186,,1544
Walter,Nettleton,1936,http://www.the-athenaeum.org/people/detail.php?ID=10347,American,,10347,,1861
Gerrit Jan,Michaëlis,1857,http://www.the-athenaeum.org/people/detail.php?ID=8797,Dutch,,8797,,1775
David,Walkley,1934,http://www.the-athenaeum.org/people/detail.php?ID=6842,American,,6842,,1849
Lorenzo Palmer,Latimer,1941,http://www.the-athenaeum.org/people/detail.php?ID=4021,American,,4021,,1857
Simon,Fitch,1835,http://www.the-athenaeum.org/people/detail.php?ID=1589,American,,1589,,1758
Nicolas,Chaperon,1656,http://www.the-athenaeum.org/people/detail.php?ID=11429,French,,11429,,1612
Edith,White,1946,http://www.the-athenaeum.org/people/detail.php?ID=3824,American,,3824,,1855
Jan Karel Donatus,Van beecq,1722,http://www.the-athenaeum.org/people/detail.php?ID=7868,Dutch,,7868,,1638
William Henry,Chandler,1928,http://www.the-athenaeum.org/people/detail.php?ID=7006,American,,7006,,1854
Benjamin,Burnell,1828,http://www.the-athenaeum.org/people/detail.php?ID=8175,United Kingdom,,8175,,1769
Charles David Jones,Bryant,1937,http://www.the-athenaeum.org/people/detail.php?ID=8143,Australian,,8143,,1883
Mikhail,Mamontov,1920,http://www.the-athenaeum.org/people/detail.php?ID=8896,Russian,,8896,,1865
Charles S.,Raleigh,1925,http://www.the-athenaeum.org/people/detail.php?ID=3368,American,,3368,,1830
Marcus,Mote,1898,http://www.the-athenaeum.org/people/detail.php?ID=3561,American,,3561,,1817
Robert,Amrein,1945,http://www.the-athenaeum.org/people/detail.php?ID=5494,Swiss,,5494,,1896
Semen,Fedorov,1910,http://www.the-athenaeum.org/people/detail.php?ID=6552,Russian,,6552,,1867
Jean-Baptiste,Millet,1906,http://www.the-athenaeum.org/people/detail.php?ID=5054,French,,5054,,1831
Hans Gabriel,Jentzsch,1930,http://www.the-athenaeum.org/people/detail.php?ID=11022,German,,11022,,1862
Thomas Charles,Farrer,1891,http://www.the-athenaeum.org/people/detail.php?ID=3866,English,,3866,,1839
Andrew,Colley,1910,http://www.the-athenaeum.org/people/detail.php?ID=8481,United Kingdom,,8481,,1859
Ferdinando,Silvani,1899,http://www.the-athenaeum.org/people/detail.php?ID=7309,Italian,,7309,,1823
Georges,Callot,1903,http://www.the-athenaeum.org/people/detail.php?ID=10797,French,,10797,,1857
Manuel,Domínguez sánchez,1906,http://www.the-athenaeum.org/people/detail.php?ID=5206,Spanish,,5206,,1840
Willis Henry,Plummer,,http://www.the-athenaeum.org/people/detail.php?ID=10577,American,,10577,,1838
Cyrus,Cuneo,1916,http://www.the-athenaeum.org/people/detail.php?ID=8603,United Kingdom,,8603,,1879
Sebastian,Wegmayr,1857,http://www.the-athenaeum.org/people/detail.php?ID=4640,Austrian,,4640,,1776
Berthold,Woltze,1896,http://www.the-athenaeum.org/people/detail.php?ID=2452,German,,2452,,1829
Rafael,Fernandez arroyo,1908,http://www.the-athenaeum.org/people/detail.php?ID=10927,Spanish,,10927,,1860
Robert,Farrier,1879,http://www.the-athenaeum.org/people/detail.php?ID=8897,English,,8897,,1796
Charles,Aird,1927,http://www.the-athenaeum.org/people/detail.php?ID=7654,United Kingdom,,7654,,1883
Giuseppe,Gabani,1899,http://www.the-athenaeum.org/people/detail.php?ID=2466,Italian,,2466,,1846
William M.,Hay,1900,http://www.the-athenaeum.org/people/detail.php?ID=9678,United Kingdom,,9678,,1820
Eduardo,Cortes y cordero,1903,http://www.the-athenaeum.org/people/detail.php?ID=10786,Spanish,,10786,,1837
Robert,Eichelberger,1890,http://www.the-athenaeum.org/people/detail.php?ID=11437,American,,11437,,1861
Jenő,Koszkol,1935,http://www.the-athenaeum.org/people/detail.php?ID=4545,Hungarian,,4545,,1868
Alois,Hanisch,1937,http://www.the-athenaeum.org/people/detail.php?ID=4836,Austrian,,4836,,1866
Mathias,Blumenthal,1763,http://www.the-athenaeum.org/people/detail.php?ID=10354,Norwegian,,10354,,1719
Henri,Bellechose,1442,http://www.the-athenaeum.org/people/detail.php?ID=10457,Dutch,,10457,,1380
Paul,Kane,1871,http://www.the-athenaeum.org/people/detail.php?ID=3996,Saint Kitts and Nevis,,3996,,1810
Melchior,Broederlam,1410,http://www.the-athenaeum.org/people/detail.php?ID=10273,Dutch,,10273,,1350
Giovanni Battista,Piranesi,1778,http://www.the-athenaeum.org/people/detail.php?ID=6926,Italian,,6926,,1720
Rene-Louis,Chretien,1942,http://www.the-athenaeum.org/people/detail.php?ID=2930,French,,2930,,1867
Giacomo,Del po,1726,http://www.the-athenaeum.org/people/detail.php?ID=9432,Italian,,9432,,1652
Antonio,Piotrowski,1924,http://www.the-athenaeum.org/people/detail.php?ID=2398,Russian,,2398,,1853
Ehrnfried,Wahlqvist,1895,http://www.the-athenaeum.org/people/detail.php?ID=1484,Swedish,,1484,,1815
Francine,Charderon,1928,http://www.the-athenaeum.org/people/detail.php?ID=1564,French,,1564,,1861
Marino,Lenci,1939,http://www.the-athenaeum.org/people/detail.php?ID=9357,Italian,,9357,,1874
Jose de,Cala y moya,1879,http://www.the-athenaeum.org/people/detail.php?ID=5308,Spanish,,5308,,1850
Fernand,De launay,,http://www.the-athenaeum.org/people/detail.php?ID=1548,French,,1548,,1800
Eduardo de,Martino,1912,http://www.the-athenaeum.org/people/detail.php?ID=9947,Italian,,9947,,1838
Philippe,Lallemand,1716,http://www.the-athenaeum.org/people/detail.php?ID=11070,French,,11070,,1636
Christian,Zacho,1913,http://www.the-athenaeum.org/people/detail.php?ID=9505,Danish,,9505,,1843
Dominique Louis-Féréol,Papety,1849,http://www.the-athenaeum.org/people/detail.php?ID=6641,French,,6641,,1815
Abraham van der,Schoor,1680,http://www.the-athenaeum.org/people/detail.php?ID=11302,Dutch,,11302,,1620
Ernst,Wurtenberger,1935,http://www.the-athenaeum.org/people/detail.php?ID=4271,German,,4271,,1828
Otto,Pliny,1936,http://www.the-athenaeum.org/people/detail.php?ID=3264,Swiss,,3264,,1866
Francesco,Battaglioli,1796,http://www.the-athenaeum.org/people/detail.php?ID=5475,Italian,,5475,,1725
Emile,Betsellere,1890,http://www.the-athenaeum.org/people/detail.php?ID=10842,French,,10842,,1847
Antonio,Molinari,1704,http://www.the-athenaeum.org/people/detail.php?ID=11663,Italian,,11663,,1655
Heinrich,Aldegrever,1561,http://www.the-athenaeum.org/people/detail.php?ID=10417,German,Northern Renaissance,10417,"Renaissance painter, etcher and goldsmith (Paderborn, 1502 - Soest, between 1555 and 1561). Travelled to The Netherlands where he was influenced by Joos van Cleve and Jan Gossaert.",1502
Eduard,Ender,1883,http://www.the-athenaeum.org/people/detail.php?ID=6561,Austrian,,6561,,1822
Alfred,Jansson,1931,http://www.the-athenaeum.org/people/detail.php?ID=1922,Swedish,,1922,,1863
Jules,Schmalzigaug,1917,http://www.the-athenaeum.org/people/detail.php?ID=4508,Belgian,,4508,,1882
Christian,Blache,1920,http://www.the-athenaeum.org/people/detail.php?ID=10578,Danish,,10578,,1838
Cristobal,Alandi,1896,http://www.the-athenaeum.org/people/detail.php?ID=10892,Spanish,,10892,,1856
Lidio,Ajmone,1945,http://www.the-athenaeum.org/people/detail.php?ID=2227,Italian,,2227,,1884
Jean Gustave,Taraval,1784,http://www.the-athenaeum.org/people/detail.php?ID=7318,French,,7318,,1765
Mary Ellen,Best,1891,http://www.the-athenaeum.org/people/detail.php?ID=506,English,,506,,1809
Erasmus,Engert,1871,http://www.the-athenaeum.org/people/detail.php?ID=7411,Austrian,Academist,7411,,1796
Annie Barrows,Shepley,1907,http://www.the-athenaeum.org/people/detail.php?ID=9279,American,,9279,,1888
Theodor Christoph,Schüz,1900,http://www.the-athenaeum.org/people/detail.php?ID=7468,German,,7468,,1830
Eugene,Frey,1930,http://www.the-athenaeum.org/people/detail.php?ID=4452,Belgian,,4452,,1864
Giuseppe,Calì,1930,http://www.the-athenaeum.org/people/detail.php?ID=9015,Malta,,9015,,1846
Carl,Fleischmann,1936,http://www.the-athenaeum.org/people/detail.php?ID=10222,German,,10222,,1853
Anna Parkman,Osgood,1935,http://www.the-athenaeum.org/people/detail.php?ID=9744,American,,9744,,1865
Antonio,Gianlisi,1727,http://www.the-athenaeum.org/people/detail.php?ID=10245,Italian,,10245,,1677
Jean vanden,Eeckhoudt,1946,http://www.the-athenaeum.org/people/detail.php?ID=7568,Belgian,,7568,,1875
Frerderic-Anatole,Houbron,1908,http://www.the-athenaeum.org/people/detail.php?ID=2465,French,,2465,,1851
Victor,Patricio de landaluze,1889,http://www.the-athenaeum.org/people/detail.php?ID=7580,Spanish,,7580,,1830
Jean-Laurent,Challie,1943,http://www.the-athenaeum.org/people/detail.php?ID=5030,French,,5030,,1880
William,Mason,1844,http://www.the-athenaeum.org/people/detail.php?ID=3397,American,,3397,,1808
John Palmer,Wicker,1931,http://www.the-athenaeum.org/people/detail.php?ID=3781,American,,3781,,1860
Emmanuel,Stockler,1893,http://www.the-athenaeum.org/people/detail.php?ID=5420,Austrian,,5420,,1819
Karl,Buchholz,1889,http://www.the-athenaeum.org/people/detail.php?ID=3625,German,,3625,,1849
Charles Archibald,Maclellan,1941,http://www.the-athenaeum.org/people/detail.php?ID=8999,Canadian,,8999,,1885
Zanobi,Rosi,,http://www.the-athenaeum.org/people/detail.php?ID=10232,,,10232,,1596
Pieter,Huys,1584,http://www.the-athenaeum.org/people/detail.php?ID=11395,Dutch,,11395,,1519
Amanda Petronella,Austin,1917,http://www.the-athenaeum.org/people/detail.php?ID=3715,American,,3715,,1859
Louisa Davis,Minot,1858,http://www.the-athenaeum.org/people/detail.php?ID=3664,American,,3664,,1788
Giacomo,Cavadon,1660,http://www.the-athenaeum.org/people/detail.php?ID=9428,Italian,,9428,,1577
August Carl Vilhelm,Thomsen,1886,http://www.the-athenaeum.org/people/detail.php?ID=3019,German,,3019,,1813
Hermann,Fenner-behmer,1913,http://www.the-athenaeum.org/people/detail.php?ID=5423,German,,5423,,1866
Giuseppe,Pennasilico,1940,http://www.the-athenaeum.org/people/detail.php?ID=9617,Italian,,9617,,1861
Fernando,Tirado y cardona,1907,http://www.the-athenaeum.org/people/detail.php?ID=3180,Spanish,,3180,,1862
Lancelot,Blondeel,1561,http://www.the-athenaeum.org/people/detail.php?ID=11668,Dutch,,11668,,1498
Carl Gottlieb,Peschel,1879,http://www.the-athenaeum.org/people/detail.php?ID=7050,German,,7050,,1798
Fulvia,Bisi,1911,http://www.the-athenaeum.org/people/detail.php?ID=9123,Italian,,9123,,1818
Friedrich,Loos,1890,http://www.the-athenaeum.org/people/detail.php?ID=6443,Austrian,,6443,,1797
John Erik Christian,Petersen,1874,http://www.the-athenaeum.org/people/detail.php?ID=1081,American,,1081,,1839
Harald Oscar,Andersen,1871,http://www.the-athenaeum.org/people/detail.php?ID=5787,Norwegian,,5787,,1836
Eyolf,Soot,1928,http://www.the-athenaeum.org/people/detail.php?ID=5822,Norwegian,,5822,,1859
Thomas,Badger,1868,http://www.the-athenaeum.org/people/detail.php?ID=3807,American,,3807,,1792
Mikhail Nicolaevich,Belaevsky,1930,http://www.the-athenaeum.org/people/detail.php?ID=4322,Russian,,4322,,1893
Mary C.,Brady,1940,http://www.the-athenaeum.org/people/detail.php?ID=4084,American,,4084,,1867
Ludwig,Glötzle,1929,http://www.the-athenaeum.org/people/detail.php?ID=6571,German,,6571,,1847
Julie,Buchet,1894,http://www.the-athenaeum.org/people/detail.php?ID=274,French,,274,,1864
Knud,Bergslien,1908,http://www.the-athenaeum.org/people/detail.php?ID=5809,Norwegian,,5809,,1827
Frank,Van sluon,1938,http://www.the-athenaeum.org/people/detail.php?ID=3960,American,,3960,,1879
Carl Wilhelm,De hamilton,1754,http://www.the-athenaeum.org/people/detail.php?ID=6636,Dutch,,6636,,1668
David,Spivak,1932,http://www.the-athenaeum.org/people/detail.php?ID=3428,American,,3428,,1893
Jacopo,Fabris,1761,http://www.the-athenaeum.org/people/detail.php?ID=5499,Italian,Veduta,5499,,1689
Ralph Elmer,Clarkson,1942,http://www.the-athenaeum.org/people/detail.php?ID=2089,American,,2089,,1861
Johann Leonhard,Raab,1899,http://www.the-athenaeum.org/people/detail.php?ID=6660,German,,6660,,1825
Frederick M.,Fenetti,1915,http://www.the-athenaeum.org/people/detail.php?ID=1087,Canadian,,1087,,1854
George,Beard,1944,http://www.the-athenaeum.org/people/detail.php?ID=3932,English,,3932,,1855
Joseph W.,Gies,1935,http://www.the-athenaeum.org/people/detail.php?ID=3725,American,,3725,,1860
John,Hafen,1910,http://www.the-athenaeum.org/people/detail.php?ID=3935,American,,3935,,1856
Margaret Foster,Richardson,1945,http://www.the-athenaeum.org/people/detail.php?ID=3704,American,,3704,,1881
John,Love,1880,http://www.the-athenaeum.org/people/detail.php?ID=1249,American,,1249,,1850
Jacob van de,Kerckhoven,1712,http://www.the-athenaeum.org/people/detail.php?ID=6668,Belgian,,6668,,1636
François Henri,Morisset,1941,http://www.the-athenaeum.org/people/detail.php?ID=5914,French,,5914,,1870
Horace,Rockwell,1877,http://www.the-athenaeum.org/people/detail.php?ID=1245,American,,1245,,1811
Marinus,Van raden,1879,http://www.the-athenaeum.org/people/detail.php?ID=2303,Dutch,,2303,,1832
Margarete,Loewe,,http://www.the-athenaeum.org/people/detail.php?ID=2296,German,,2296,,1854
Arthur,Perigal,1884,http://www.the-athenaeum.org/people/detail.php?ID=5158,English,,5158,,1816
August Anton,Tischbein,1893,http://www.the-athenaeum.org/people/detail.php?ID=2292,German,,2292,,1805
Paul,Ritter,1907,http://www.the-athenaeum.org/people/detail.php?ID=6665,German,,6665,,1829
Archibald,Willard,1918,http://www.the-athenaeum.org/people/detail.php?ID=1240,American,,1240,,1836
Johan Adloph,Rust,1915,http://www.the-athenaeum.org/people/detail.php?ID=2290,Dutch,,2290,,1828
Heinrich,Freudweiler,1795,http://www.the-athenaeum.org/people/detail.php?ID=2286,Swiss,,2286,,1755
Caroline,Lord,1927,http://www.the-athenaeum.org/people/detail.php?ID=1237,American,,1237,,1860
Johann Friedrich,Dieterich,1846,http://www.the-athenaeum.org/people/detail.php?ID=7409,German,,7409,,1787
Mary,Spencer,1923,http://www.the-athenaeum.org/people/detail.php?ID=1236,American,,1236,,1835
Johann Baptist Baptist,Seele,1814,http://www.the-athenaeum.org/people/detail.php?ID=7408,German,Neoclassicist,7408,,1774
